"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.link","Answer.WritingTexts","Approve","Reject"
"3HY86PZXPYIPCN34VYTPHND4AJA1EF","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:04 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:04 PDT 2015","","","3V0Z7YWSIY0GP34FZUNFAT7FFPO2VR","A3HKMUQ85KFJA2","Approved","Wed Aug 19 16:46:13 PDT 2015","Wed Aug 19 16:53:07 PDT 2015","Thu Aug 20 00:53:07 PDT 2015","Wed Aug 19 17:46:00 PDT 2015","","","414","100% (1/1)","100% (1/1)","100% (1/1)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=5&h=220","so
almost
im 
sorry
chief
reddening"
"3FTID4TN8LY08ZOZO9N285EYQ1JLYJ","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:04 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:04 PDT 2015","","","3S3AMIZX3U57T4WV52CRGKAUR9KCDY","ABO9F0JD9NN54","Approved","Wed Aug 19 15:48:47 PDT 2015","Wed Aug 19 15:50:37 PDT 2015","Wed Aug 19 23:50:37 PDT 2015","Wed Aug 19 17:45:58 PDT 2015","","","110","100% (15/15)","100% (15/15)","100% (15/15)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=18&h=220","real 
about
hard
hastily
enormous"
"3MQKOF1EE2ODLI57WR7Q4VLD6KHDWW","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:04 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:04 PDT 2015","","","3WJ1OXY92AG7JU364G5KOX65GFY8AI","A12W7ZB2DLBBY5","Approved","Wed Aug 19 15:24:04 PDT 2015","Wed Aug 19 15:27:31 PDT 2015","Wed Aug 19 23:27:31 PDT 2015","Wed Aug 19 17:46:16 PDT 2015","","","207","100% (3/3)","100% (3/3)","100% (3/3)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=31&h=220","he asked, Eugene replied, said Eugene, she said, she finally said."
"3LCXHSGDLT6P672Y8H89DO0D0JNESC","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:04 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:04 PDT 2015","","","3WEV0KO0OMSN0LLR2O2RVPECDC4DSR","A2WA2QI3FYR8MW","Approved","Wed Aug 19 15:38:23 PDT 2015","Wed Aug 19 15:38:32 PDT 2015","Wed Aug 19 23:38:32 PDT 2015","Wed Aug 19 17:46:05 PDT 2015","","","9","100% (2/2)","100% (2/2)","100% (2/2)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=44&h=220","Eugene noticed that the occasional click of colliding billiard balls behind him had ceased. [Eugene noticed that the click of colliding billiard balls behind him stopped. (occasional, had)]

Eugene rose from his squat to deliver his fallen opponent a swift stomp on the chest. [from his squat, swift]"
"3CMIQF80GNQ9GCU6AV0660TZ1XE6QU","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:04 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:04 PDT 2015","","","3DH6GAKTYYPNZ82WTCJD43LGIF7ZYN","A2EEL9YYUHL5SK","Approved","Wed Aug 19 15:23:15 PDT 2015","Wed Aug 19 15:43:18 PDT 2015","Wed Aug 19 23:43:18 PDT 2015","Wed Aug 19 17:45:56 PDT 2015","","","1203","100% (19/19)","100% (19/19)","100% (19/19)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=57&h=220","The light smattering of polite, professional applause
[light]

The applause reminded Danny of this one time in an alternate universe
[this]

 They should be whistling and howling and throwing their underwear at me.
[and]

What should have been a dark stadium glittering with cellphone flashes was instead a bland conference room awash in the sickly pale light of fluorescent bulbs. 

[dark, pale]"
"3VGET1QSZ0ZX494X5E4443BHK9EW7M","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","32ZKVD547FNQ172SYDAKSRI0IBS3BH","A12W7ZB2DLBBY5","Approved","Wed Aug 19 15:31:45 PDT 2015","Wed Aug 19 15:36:59 PDT 2015","Wed Aug 19 23:36:59 PDT 2015","Wed Aug 19 17:46:26 PDT 2015","","","314","100% (3/3)","100% (3/3)","100% (3/3)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=70&h=220","Six years, he said soothingly,behalf, The assembled one,  and turned"
"3R6RZGK0XFC3440T2DP8VEC0HZLYVF","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","31QTRG6Q2TDTL40Q63LBD5J28G3YP4","A38K0I8ZW5817","Approved","Wed Aug 19 15:38:38 PDT 2015","Wed Aug 19 15:42:08 PDT 2015","Wed Aug 19 23:42:08 PDT 2015","Wed Aug 19 17:46:22 PDT 2015","","","210","100% (7/7)","100% (7/7)","100% (7/7)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=83&h=220","mortified
lately
the room
mesmerized
Infrared"
"3D3B8GE892RBYJVP8POTQ5URM209PH","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3XCC1ODXDLB5OFPJSL865EGFAPKQRV","A2EEL9YYUHL5SK","Approved","Wed Aug 19 16:24:11 PDT 2015","Wed Aug 19 17:15:38 PDT 2015","Thu Aug 20 01:15:38 PDT 2015","Wed Aug 19 17:45:56 PDT 2015","","","3087","100% (19/19)","100% (19/19)","100% (19/19)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=96&h=220","The email continued with a long chain of forwards and replies by random corporate people. 
[long, random]

The attachment was the PowerPoint presentation that Danny had just delivered less than half an hour ago.
[just]

A nagging conundrum pestered him from the back of his mind, distracting him from NIN Man’s question.
[nagging]

The latter was a much more complicated matter than the former.
[much]"
"3VDVA3ILIDFNW1ZV1TJDHQYGNZP1GW","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","32AT8R96GL99HNWDOJSG5PI0ZCXSUE","A3AE627X3R2JQI","Approved","Wed Aug 19 15:22:42 PDT 2015","Wed Aug 19 15:26:10 PDT 2015","Wed Aug 19 23:26:10 PDT 2015","Wed Aug 19 17:46:26 PDT 2015","","","208","100% (2/2)","100% (2/2)","100% (2/2)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=109&h=220","Still mostly just feeling confused, Danny responded -> Feeling confused, Danny responded

You've basically been living off of our generosity for the entire lifetime of the company. -> You've been living off our generosity"
"3B286OTISEHTHR2W5IX9P4JZJLBJA5","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3NG53N1RLVJE6Y98TZNHESV0F1YP8F","A2WA2QI3FYR8MW","Approved","Wed Aug 19 15:28:33 PDT 2015","Wed Aug 19 15:33:38 PDT 2015","Wed Aug 19 23:33:38 PDT 2015","Wed Aug 19 17:45:55 PDT 2015","","","305","100% (2/2)","100% (2/2)","100% (2/2)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=122&h=220","Claymore has never turned a profit, you know. [you know]

You've basically been living off of our generosity for the entire lifetime of the company. [basically]
We can't keep waiting indefinitely for some ship that never comes in. [indefinitely]

So. That's it then. [So.]"
"3PGQRAZX02KNCCJP8IK3KRSTIVRYSA","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:01 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:01 PDT 2015","","","3Z4AIRP3C6D147REG5OJTVUV3UIX18","A2RJUX63AQKHSD","Approved","Wed Aug 19 17:06:06 PDT 2015","Wed Aug 19 17:08:46 PDT 2015","Thu Aug 20 01:08:46 PDT 2015","Wed Aug 19 17:46:19 PDT 2015","","","160","100% (10/10)","100% (10/10)","100% (10/10)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=2605&h=220","colorful
hard
out
grabby
Here
carefully
Wordlessly"
"3JHB4BPSFK9WYVW4823IQAK1RYM9Q8","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3QY7M81QH7M9VT7962Q34BD6A7O7KB","A36SM7QM8OK3H6","Approved","Wed Aug 19 15:35:53 PDT 2015","Wed Aug 19 15:37:15 PDT 2015","Wed Aug 19 23:37:15 PDT 2015","Wed Aug 19 17:46:03 PDT 2015","","","82","100% (6/6)","100% (6/6)","100% (6/6)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=135&h=220","waiting indefinitely
[waiting]

We all have
[we have]

fingers began to tremble
[fingers trembled]

already frozen.
[frozen]"
"3XEIP58NL0N0DPY4KVPLMCN0WVNLZA","38EEJYEY9O0AAOWSHJ0RGD4U25N10I","Trim superfluous words from a passage of text (WARNING: content may depict violence/profanity/drug use/adult situations)","Read a 1-page excerpt from a manuscript of a novel, and pick at least five words that can be removed without changing the passage's meaning.","writing, summary, text, wordcount","$0.35","Wed Aug 19 15:18:05 PDT 2015","1","BatchId:2062917;","3600","28800","Wed Aug 26 15:18:05 PDT 2015","","","3MRNMEIQW560W8Q1IF5QJ30HLI3LDS","ABO9F0JD9NN54","Approved","Wed Aug 19 16:11:32 PDT 2015","Wed Aug 19 16:30:08 PDT 2015","Thu Aug 20 00:30:08 PDT 2015","Wed Aug 19 17:46:36 PDT 2015","","","1116","100% (15/15)","100% (15/15)","100% (15/15)","https://mikhailvoloshin.com/ALLSITES/dopaminenovel.com/api/full_text.php?dev=true#p=148&h=220","and useless
in coming.
right?"
